#timebase=8000000(ps)
,#voltbase=1000000(mv/100)
#size=4000
-8.110E-05,0.080
-8.106E-05,0.080
-8.102E-05,0.120
-8.098E-05,0.080
-8.094E-05,0.120
-8.090E-05,0.160
-8.086E-05,0.080
-8.082E-05,0.120
-8.078E-05,0.080
-8.074E-05,0.120
-8.070E-05,0.120
-8.066E-05,0.040
-8.062E-05,0.080
-8.058E-05,0.040
-8.054E-05,0.160
-8.050E-05,0.160
-8.046E-05,0.120
-8.042E-05,0.080
-8.038E-05,0.080
-8.034E-05,0.080
-8.030E-05,0.080
-8.026E-05,0.080
-8.022E-05,0.120
-8.018E-05,0.080
-8.014E-05,0.080
-8.010E-05,0.040
-8.006E-05,0.120
-8.002E-05,0.080
-7.998E-05,0.120
-7.994E-05,0.080
-7.990E-05,0.080
-7.986E-05,0.080
-7.982E-05,0.040
-7.978E-05,0.120
-7.974E-05,0.120
-7.970E-05,0.120
-7.966E-05,0.040
-7.962E-05,0.160
-7.958E-05,0.120
-7.954E-05,0.080
-7.950E-05,0.120
-7.946E-05,0.080
-7.942E-05,0.120
-7.938E-05,0.080
-7.934E-05,0.080
-7.930E-05,0.080
-7.926E-05,0.080
-7.922E-05,0.040
-7.918E-05,0.040
-7.914E-05,0.040
-7.910E-05,0.120
-7.906E-05,0.160
-7.902E-05,0.080
-7.898E-05,0.120
-7.894E-05,0.080
-7.890E-05,0.080
-7.886E-05,0.120
-7.882E-05,0.040
-7.878E-05,0.040
-7.874E-05,0.040
-7.870E-05,0.080
-7.866E-05,0.080
-7.862E-05,0.120
-7.858E-05,0.080
-7.854E-05,0.080
-7.850E-05,0.080
-7.846E-05,0.080
-7.842E-05,0.120
-7.838E-05,0.080
-7.834E-05,0.080
-7.830E-05,0.120
-7.826E-05,0.120
-7.822E-05,0.120
-7.818E-05,0.120
-7.814E-05,0.120
-7.810E-05,0.120
-7.806E-05,0.120
-7.802E-05,0.120
-7.798E-05,0.080
-7.794E-05,0.080
-7.790E-05,0.080
-7.786E-05,0.160
-7.782E-05,0.080
-7.778E-05,0.080
-7.774E-05,0.080
-7.770E-05,0.080
-7.766E-05,0.080
-7.762E-05,0.120
-7.758E-05,0.080
-7.754E-05,0.120
-7.750E-05,0.120
-7.746E-05,0.080
-7.742E-05,0.120
-7.738E-05,0.080
-7.734E-05,0.040
-7.730E-05,0.120
-7.726E-05,0.080
-7.722E-05,0.120
-7.718E-05,0.080
-7.714E-05,0.040
-7.710E-05,0.040
-7.706E-05,0.040
-7.702E-05,0.040
-7.698E-05,0.040
-7.694E-05,0.040
-7.690E-05,0.160
-7.686E-05,0.160
-7.682E-05,0.080
-7.678E-05,0.120
-7.674E-05,0.120
-7.670E-05,0.160
-7.666E-05,0.080
-7.662E-05,0.040
-7.658E-05,0.120
-7.654E-05,0.080
-7.650E-05,0.080
-7.646E-05,0.080
-7.642E-05,0.080
-7.638E-05,0.120
-7.634E-05,0.120
-7.630E-05,0.120
-7.626E-05,0.080
-7.622E-05,0.080
-7.618E-05,0.080
-7.614E-05,0.160
-7.610E-05,0.080
-7.606E-05,0.080
-7.602E-05,0.080
-7.598E-05,0.080
-7.594E-05,0.120
-7.590E-05,0.120
-7.586E-05,0.080
-7.582E-05,0.080
-7.578E-05,0.080
-7.574E-05,0.080
-7.570E-05,0.080
-7.566E-05,0.120
-7.562E-05,0.040
-7.558E-05,0.120
-7.554E-05,0.120
-7.550E-05,0.080
-7.546E-05,0.120
-7.542E-05,0.080
-7.538E-05,0.120
-7.534E-05,0.120
-7.530E-05,0.080
-7.526E-05,0.080
-7.522E-05,0.040
-7.518E-05,0.120
-7.514E-05,0.120
-7.510E-05,0.080
-7.506E-05,0.080
-7.502E-05,0.120
-7.498E-05,0.080
-7.494E-05,0.120
-7.490E-05,0.120
-7.486E-05,0.080
-7.482E-05,0.080
-7.478E-05,0.120
-7.474E-05,0.120
-7.470E-05,0.040
-7.466E-05,0.040
-7.462E-05,0.040
-7.458E-05,0.080
-7.454E-05,0.080
-7.450E-05,0.080
-7.446E-05,0.040
-7.442E-05,0.120
-7.438E-05,0.080
-7.434E-05,0.080
-7.430E-05,0.080
-7.426E-05,0.120
-7.422E-05,0.080
-7.418E-05,0.040
-7.414E-05,0.160
-7.410E-05,0.080
-7.406E-05,0.080
-7.402E-05,0.120
-7.398E-05,0.080
-7.394E-05,0.080
-7.390E-05,0.160
-7.386E-05,0.080
-7.382E-05,0.080
-7.378E-05,0.080
-7.374E-05,0.080
-7.370E-05,0.080
-7.366E-05,0.120
-7.362E-05,0.080
-7.358E-05,0.120
-7.354E-05,0.080
-7.350E-05,0.120
-7.346E-05,0.080
-7.342E-05,0.120
-7.338E-05,0.120
-7.334E-05,0.120
-7.330E-05,0.120
-7.326E-05,0.080
-7.322E-05,0.080
-7.318E-05,0.080
-7.314E-05,0.120
-7.310E-05,0.080
-7.306E-05,0.120
-7.302E-05,0.080
-7.298E-05,0.120
-7.294E-05,0.160
-7.290E-05,0.080
-7.286E-05,0.080
-7.282E-05,0.120
-7.278E-05,0.080
-7.274E-05,0.120
-7.270E-05,0.160
-7.266E-05,0.080
-7.262E-05,0.080
-7.258E-05,0.040
-7.254E-05,0.160
-7.250E-05,0.120
-7.246E-05,0.120
-7.242E-05,0.120
-7.238E-05,0.080
-7.234E-05,0.120
-7.230E-05,0.080
-7.226E-05,0.080
-7.222E-05,0.120
-7.218E-05,0.120
-7.214E-05,0.080
-7.210E-05,0.080
-7.206E-05,0.080
-7.202E-05,0.080
