#timebase=4000000(ps)
,#voltbase=1000000(mv/100)
#size=4000
-5.120E-05,1.000
-5.118E-05,1.000
-5.116E-05,1.040
-5.114E-05,0.960
-5.112E-05,0.960
-5.110E-05,1.000
-5.108E-05,1.000
-5.106E-05,1.000
-5.104E-05,1.040
-5.102E-05,0.960
-5.100E-05,1.000
-5.098E-05,1.000
-5.096E-05,1.040
-5.094E-05,0.960
-5.092E-05,1.000
-5.090E-05,1.000
-5.088E-05,1.000
-5.086E-05,1.000
-5.084E-05,0.960
-5.082E-05,0.960
-5.080E-05,1.000
-5.078E-05,0.960
-5.076E-05,0.960
-5.074E-05,0.960
-5.072E-05,0.960
-5.070E-05,1.040
-5.068E-05,1.000
-5.066E-05,1.000
-5.064E-05,0.960
-5.062E-05,1.000
-5.060E-05,0.960
-5.058E-05,1.000
-5.056E-05,0.960
-5.054E-05,1.000
-5.052E-05,0.960
-5.050E-05,1.000
-5.048E-05,0.960
-5.046E-05,1.000
-5.044E-05,1.000
-5.042E-05,1.000
-5.040E-05,0.960
-5.038E-05,1.000
-5.036E-05,1.000
-5.034E-05,1.000
-5.032E-05,1.040
-5.030E-05,1.000
-5.028E-05,1.040
-5.026E-05,0.960
-5.024E-05,0.960
-5.022E-05,1.000
-5.020E-05,1.040
-5.018E-05,1.000
-5.016E-05,0.960
-5.014E-05,0.960
-5.012E-05,0.960
-5.010E-05,1.000
-5.008E-05,1.040
-5.006E-05,0.960
-5.004E-05,1.000
-5.002E-05,1.000
-5.000E-05,0.960
-4.998E-05,1.040
-4.996E-05,0.960
-4.994E-05,0.960
-4.992E-05,1.000
-4.990E-05,1.000
-4.988E-05,1.000
-4.986E-05,0.960
-4.984E-05,1.000
-4.982E-05,1.000
-4.980E-05,1.000
-4.978E-05,1.000
-4.976E-05,1.000
-4.974E-05,1.000
-4.972E-05,1.040
-4.970E-05,0.960
-4.968E-05,1.040
-4.966E-05,1.040
-4.964E-05,0.960
-4.962E-05,1.040
-4.960E-05,1.000
-4.958E-05,0.960
-4.956E-05,1.000
-4.954E-05,1.040
-4.952E-05,1.000
-4.950E-05,1.000
-4.948E-05,0.960
-4.946E-05,1.040
-4.944E-05,1.040
-4.942E-05,1.000
-4.940E-05,1.000
-4.938E-05,1.000
-4.936E-05,1.040
-4.934E-05,1.000
-4.932E-05,1.040
-4.930E-05,0.960
-4.928E-05,0.960
-4.926E-05,0.960
-4.924E-05,1.000
-4.922E-05,0.960
-4.920E-05,1.040
-4.918E-05,1.040
-4.916E-05,1.000
-4.914E-05,0.960
-4.912E-05,0.960
-4.910E-05,1.000
-4.908E-05,1.040
-4.906E-05,1.040
-4.904E-05,0.960
-4.902E-05,1.000
-4.900E-05,1.000
-4.898E-05,1.000
-4.896E-05,0.960
-4.894E-05,0.960
-4.892E-05,1.000
-4.890E-05,1.000
-4.888E-05,0.960
-4.886E-05,1.000
-4.884E-05,0.960
-4.882E-05,1.000
-4.880E-05,1.040
-4.878E-05,1.000
-4.876E-05,1.000
-4.874E-05,1.000
-4.872E-05,1.000
-4.870E-05,1.040
-4.868E-05,0.960
-4.866E-05,1.040
-4.864E-05,1.000
-4.862E-05,1.000
-4.860E-05,0.960
-4.858E-05,0.960
-4.856E-05,1.000
-4.854E-05,1.040
-4.852E-05,1.000
-4.850E-05,1.000
-4.848E-05,1.040
-4.846E-05,0.960
-4.844E-05,1.000
-4.842E-05,1.000
-4.840E-05,1.040
-4.838E-05,1.000
-4.836E-05,0.960
-4.834E-05,1.040
-4.832E-05,1.040
-4.830E-05,1.000
-4.828E-05,1.040
-4.826E-05,1.000
-4.824E-05,1.000
-4.822E-05,1.000
-4.820E-05,1.040
-4.818E-05,0.960
-4.816E-05,1.000
-4.814E-05,1.000
-4.812E-05,1.000
-4.810E-05,1.000
-4.808E-05,1.040
-4.806E-05,0.960
-4.804E-05,1.000
-4.802E-05,0.960
-4.800E-05,1.000
-4.798E-05,1.000
-4.796E-05,1.000
-4.794E-05,1.000
-4.792E-05,1.040
-4.790E-05,1.000
-4.788E-05,1.040
-4.786E-05,0.960
-4.784E-05,0.960
-4.782E-05,1.040
-4.780E-05,1.000
-4.778E-05,0.960
-4.776E-05,1.040
-4.774E-05,0.960
-4.772E-05,1.040
-4.770E-05,1.040
-4.768E-05,1.000
-4.766E-05,0.960
-4.764E-05,1.040
-4.762E-05,1.040
-4.760E-05,0.960
-4.758E-05,1.000
-4.756E-05,1.000
-4.754E-05,1.040
-4.752E-05,1.040
-4.750E-05,1.000
-4.748E-05,1.040
-4.746E-05,1.000
-4.744E-05,1.040
-4.742E-05,1.040
-4.740E-05,1.000
-4.738E-05,1.000
-4.736E-05,1.000
-4.734E-05,1.000
-4.732E-05,1.000
-4.730E-05,0.960
-4.728E-05,1.000
-4.726E-05,1.040
-4.724E-05,1.040
-4.722E-05,1.000
-4.720E-05,1.000
-4.718E-05,1.000
-4.716E-05,0.960
-4.714E-05,1.000
-4.712E-05,1.000
-4.710E-05,1.000
-4.708E-05,0.960
-4.706E-05,0.960
-4.704E-05,1.040
-4.702E-05,1.000
-4.700E-05,1.040
-4.698E-05,0.960
-4.696E-05,1.040
-4.694E-05,1.000
-4.692E-05,1.000
-4.690E-05,1.000
-4.688E-05,0.960
-4.686E-05,1.000
-4.684E-05,1.040
-4.682E-05,1.000
-4.680E-05,1.000
-4.678E-05,1.000
-4.676E-05,1.000
-4.674E-05,1.040
-4.672E-05,1.000
-4.670E-05,1.000
-4.668E-05,1.000
-4.666E-05,0.960
-4.664E-05,0.960
-4.662E-05,1.000
-4.660E-05,1.040
-4.658E-05,1.040
-4.656E-05,1.000
-4.654E-05,0.960
-4.652E-05,1.000
-4.650E-05,1.040
-4.648E-05,1.040
-4.646E-05,1.000
-4.644E-05,1.000
-4.642E-05,1.000
-4.640E-05,1.000
-4.638E-05,0.960
-4.636E-05,0.960
-4.634E-05,1.000
-4.632E-05,1.000
-4.630E-05,1.040
-4.628E-05,1.000
-4.626E-05,1.040
-4.624E-05,1.040
-4.622E-05,0.960
-4.620E-05,1.040
-4.618E-05,1.000
-4.616E-05,0.960
-4.614E-05,1.000
-4.612E-05,1.000
-4.610E-05,1.040
-4.608E-05,1.000
-4.606E-05,1.000
-4.604E-05,1.040
-4.602E-05,1.000
-4.600E-05,0.960
-4.598E-05,1.040
-4.596E-05,1.000
-4.594E-05,1.040
-4.592E-05,0.960
-4.590E-05,1.000
-4.588E-05,1.000
-4.586E-05,1.000
-4.584E-05,0.960
-4.582E-05,1.000
-4.580E-05,1.000
-4.578E-05,1.000
-4.576E-05,1.000
-4.574E-05,1.040
-4.572E-05,1.000
-4.570E-05,1.040
-4.568E-05,0.960
-4.566E-05,1.040
-4.564E-05,1.000
-4.562E-05,1.000
-4.560E-05,1.000
-4.558E-05,1.000
-4.556E-05,1.040
-4.554E-05,0.960
-4.552E-05,1.000
-4.550E-05,1.040
-4.548E-05,1.000
-4.546E-05,1.000
-4.544E-05,1.040
-4.542E-05,1.040
-4.540E-05,1.000
-4.538E-05,0.960
-4.536E-05,0.960
-4.534E-05,1.000
-4.532E-05,1.040
-4.530E-05,0.960
-4.528E-05,1.040
-4.526E-05,1.000
-4.524E-05,1.000
-4.522E-05,1.000
-4.520E-05,1.000
-4.518E-05,0.960
-4.516E-05,1.040
-4.514E-05,1.040
-4.512E-05,1.000
-4.510E-05,1.000
-4.508E-05,1.000
-4.506E-05,1.040
-4.504E-05,1.040
-4.502E-05,0.960
-4.500E-05,1.000
-4.498E-05,1.040
-4.496E-05,1.000
-4.494E-05,1.000
-4.492E-05,0.960
-4.490E-05,1.040
-4.488E-05,1.040
-4.486E-05,1.000
-4.484E-05,1.000
-4.482E-05,0.960
-4.480E-05,1.000
-4.478E-05,1.040
-4.476E-05,1.000
-4.474E-05,0.960
-4.472E-05,1.040
-4.470E-05,1.040
-4.468E-05,0.960
-4.466E-05,1.040
-4.464E-05,1.040
-4.462E-05,1.000
-4.460E-05,1.000
-4.458E-05,1.000
-4.456E-05,1.000
-4.454E-05,1.040
-4.452E-05,1.000
-4.450E-05,1.000
-4.448E-05,1.000
-4.446E-05,0.960
-4.444E-05,1.000
-4.442E-05,1.000
-4.440E-05,1.040
-4.438E-05,1.000
-4.436E-05,1.000
-4.434E-05,0.960
-4.432E-05,0.960
-4.430E-05,1.000
-4.428E-05,0.960
-4.426E-05,1.040
-4.424E-05,1.040
-4.422E-05,0.960
-4.420E-05,1.040
-4.418E-05,0.960
-4.416E-05,1.040
-4.414E-05,1.000
-4.412E-05,1.000
-4.410E-05,1.000
-4.408E-05,1.000
-4.406E-05,1.040
-4.404E-05,1.040
-4.402E-05,1.000
-4.400E-05,1.000
-4.398E-05,1.000
-4.396E-05,1.000
-4.394E-05,1.000
-4.392E-05,1.000
-4.390E-05,1.000
-4.388E-05,0.960
-4.386E-05,1.000
-4.384E-05,1.040
-4.382E-05,1.000
-4.380E-05,1.000
-4.378E-05,1.000
-4.376E-05,1.000
-4.374E-05,1.000
-4.372E-05,1.000
-4.370E-05,1.000
-4.368E-05,1.040
-4.366E-05,1.040
-4.364E-05,0.960
-4.362E-05,0.960
-4.360E-05,1.000
-4.358E-05,0.960
-4.356E-05,1.040
-4.354E-05,1.000
-4.352E-05,1.000
-4.350E-05,1.040
-4.348E-05,1.000
-4.346E-05,1.000
-4.344E-05,1.000
-4.342E-05,1.000
-4.340E-05,1.040
-4.338E-05,1.000
-4.336E-05,1.000
-4.334E-05,1.000
-4.332E-05,1.040
-4.330E-05,0.960
-4.328E-05,1.040
-4.326E-05,1.000
-4.324E-05,1.000
-4.322E-05,1.000
-4.320E-05,1.040
-4.318E-05,1.000
-4.316E-05,1.040
-4.314E-05,1.000
-4.312E-05,1.000
-4.310E-05,1.000
-4.308E-05,1.000
-4.306E-05,1.000
-4.304E-05,1.000
-4.302E-05,1.000
-4.300E-05,0.960
-4.298E-05,1.000
-4.296E-05,1.000
-4.294E-05,1.000
-4.292E-05,1.000
-4.290E-05,0.960
-4.288E-05,1.000
-4.286E-05,1.000
-4.284E-05,1.040
-4.282E-05,1.000
-4.280E-05,1.000
